station,line_number,passengers_sum_for_every_day,station_number,passengers,line_name_АРБАТСК-ПОКРОВСК,line_name_БКЛ,line_name_БУТОВСКАЯ ЛИНИЯ,line_name_ЗАМОСКВОРЕЦКАЯ,line_name_КАЛИНИНСКАЯ,line_name_КАЛУЖСКО-РИЖСКАЯ,line_name_КОЛЬЦЕВАЯ,line_name_ЛЮБЛИНСКАЯ,line_name_МЦК,line_name_НЕКРАСОВСКАЯ,line_name_СЕРПУХОВ-ТИМИРЯЗ,line_name_СОКОЛЬНИЧЕСКАЯ,line_name_СОЛНЦЕВСКАЯ ЛИН.,line_name_ТАГАНСК-КРАСНОПР,line_name_ФИЛЁВСКАЯ
речной вокзал,9,970301,37,8643,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
каширская,9,912626,38,15683,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
киевская,12,973993,39,3786,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
смоленская,12,1053795,40,18117,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
арбатская,12,1001116,41,14495,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
площадь революции,12,968816,42,9222,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
курская,12,988818,43,15907,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
бауманская,12,905326,44,13203,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
электрозаводская,12,953899,45,15145,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
семеновская,12,973499,46,9219,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
партизанская,12,968653,47,11918,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
измайловская,12,1045903,48,19834,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
первомайская,12,1087152,49,3221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
щелковская,12,920312,50,14251,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
александровский сад,13,1065220,51,1163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
студенческая,13,961802,52,6833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кутузовская,13,935893,53,8262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
фили,13,976838,54,2548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
багратионовская,13,960442,55,3311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
филевский парк,13,1004470,56,1301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
пионерская,13,976265,57,10948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кунцевская,13,1013569,58,14357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
молодежная,12,992608,59,17317,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
крылатское,12,895626,60,18326,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
новослободская,609,983994,61,10840,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
проспект мира,609,945631,62,5669,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
таганская,609,963768,63,5495,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
добрынинская,609,1060324,64,19242,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
октябрьская,609,862205,65,4584,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
краснопресненская,609,993593,66,1969,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
новогиреево,14,962242,67,10099,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
перово,14,1032507,68,17064,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
шоссе энтузиастов,14,1130735,69,17142,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
авиамоторная,14,858582,70,3231,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
площадь ильича,14,926671,71,9159,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
марксистская,14,989745,72,16896,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
третьяковская,14,1001446,73,7100,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
медведково,15,949689,74,13346,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
бабушкинская,15,1113731,75,14742,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
свиблово,15,970335,76,9181,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ботанический сад,15,1011990,77,6110,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
вднх,15,1020246,78,2074,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
алексеевская,15,1019483,79,6555,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
рижская,15,976964,80,5114,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
сухаревская,15,977670,81,1483,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
тургеневская,15,978459,82,8122,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
китай город,15,1022079,83,1296,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
шаболовская,15,963991,84,13443,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ленинский проспект,15,979828,85,17874,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
академическая,15,1024642,86,13693,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
